url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city)
https://www.zomato.com/hyderabad/980,"Road 13, Banjara Hills, Hyderabad",Banjara Restaurant 980,Yes,No,4.8/5,301,+91 9217844330,Banjara Hills,Cafe,Masala Dosa,"Biryani, North Indian",800,"[('Rated 3.6','Good food and service')]",Haleem,Buffet,Hyderabad
https://www.zomato.com/hyderabad/981,"Road 73, Kukatpally, Hyderabad",Kukatpally Restaurant 981,Yes,Yes,4.6/5,24414,+91 9230197287,Kukatpally,Quick Bites,Coffee,"Mughlai, Biryani",500,"[('Rated 4.7','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/982,"Road 92, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 982,Yes,Yes,4.8/5,24310,+91 9584510396,Dilsukhnagar,Quick Bites,Haleem,"Mughlai, Biryani",400,"[('Rated 4.8','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/983,"Road 51, Madhapur, Hyderabad",Madhapur Restaurant 983,Yes,Yes,4.9/5,16318,+91 9842987731,Madhapur,Casual Dining,Chicken Biryani,South Indian,400,"[('Rated 3.5','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/984,"Road 53, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 984,Yes,Yes,4.4/5,3587,+91 9219215583,Dilsukhnagar,Cafe,Masala Dosa,Fast Food,600,"[('Rated 4.1','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/985,"Road 34, LB Nagar, Hyderabad",LB Restaurant 985,No,Yes,3.3/5,17406,+91 9103698618,LB Nagar,Casual Dining,Coffee,"Cafe, Beverages",800,"[('Rated 4.8','Good food and service')]",Pizza,Desserts,Hyderabad
https://www.zomato.com/hyderabad/986,"Road 64, Madhapur, Hyderabad",Madhapur Restaurant 986,Yes,No,4.0/5,3662,+91 9259938605,Madhapur,Quick Bites,Burger,"Cafe, Beverages",1000,"[('Rated 4.8','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/987,"Road 21, Kondapur, Hyderabad",Kondapur Restaurant 987,Yes,No,4.7/5,13333,+91 9998790922,Kondapur,Cafe,Mutton Biryani,"Biryani, North Indian",800,"[('Rated 3.6','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/988,"Road 50, Charminar, Hyderabad",Charminar Restaurant 988,Yes,Yes,3.4/5,4155,+91 9696418381,Charminar,Casual Dining,Mutton Biryani,"Biryani, North Indian",1500,"[('Rated 4.3','Good food and service')]",Burger,Buffet,Hyderabad
https://www.zomato.com/hyderabad/989,"Road 93, Gachibowli, Hyderabad",Gachibowli Restaurant 989,Yes,Yes,4.8/5,5856,+91 9911522279,Gachibowli,Casual Dining,Haleem,"Biryani, North Indian",600,"[('Rated 3.6','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/990,"Road 41, Jubilee Hills, Hyderabad",Jubilee Restaurant 990,Yes,No,4.2/5,16796,+91 9733528148,Jubilee Hills,Fine Dining,Masala Dosa,Fast Food,300,"[('Rated 4.0','Good food and service')]",Pizza,Cafes,Hyderabad
https://www.zomato.com/hyderabad/991,"Road 15, Charminar, Hyderabad",Charminar Restaurant 991,No,No,3.3/5,22305,+91 9350737290,Charminar,Cafe,Paneer Butter Masala,"Bakery, Desserts",500,"[('Rated 3.6','Good food and service')]",Chicken Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/992,"Road 11, Madhapur, Hyderabad",Madhapur Restaurant 992,Yes,Yes,4.0/5,1430,+91 9968021123,Madhapur,Buffet,Haleem,"Biryani, North Indian",300,"[('Rated 3.4','Good food and service')]",Haleem,Delivery,Hyderabad
https://www.zomato.com/hyderabad/993,"Road 43, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 993,Yes,No,3.8/5,15125,+91 9447211359,Dilsukhnagar,Bakery,Burger,South Indian,1000,"[('Rated 3.5','Good food and service')]",Burger,Buffet,Hyderabad
https://www.zomato.com/hyderabad/994,"Road 79, Kukatpally, Hyderabad",Kukatpally Restaurant 994,Yes,Yes,3.6/5,4255,+91 9120192473,Kukatpally,Bakery,Haleem,"Mughlai, Biryani",1000,"[('Rated 3.1','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/995,"Road 24, Hitech City, Hyderabad",Hitech Restaurant 995,No,Yes,3.9/5,2379,+91 9070433230,Hitech City,Quick Bites,Paneer Butter Masala,Chinese,600,"[('Rated 3.4','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/996,"Road 80, Jubilee Hills, Hyderabad",Jubilee Restaurant 996,Yes,Yes,4.1/5,21459,+91 9298475011,Jubilee Hills,Casual Dining,Pizza,"Bakery, Desserts",600,"[('Rated 4.2','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/997,"Road 50, Gachibowli, Hyderabad",Gachibowli Restaurant 997,Yes,Yes,3.5/5,845,+91 9592768839,Gachibowli,Fine Dining,Burger,"Biryani, North Indian",300,"[('Rated 3.8','Good food and service')]",Haleem,Delivery,Hyderabad
https://www.zomato.com/hyderabad/998,"Road 83, Charminar, Hyderabad",Charminar Restaurant 998,No,Yes,3.9/5,17384,+91 9682646608,Charminar,Casual Dining,Coffee,Fast Food,400,"[('Rated 4.0','Good food and service')]",Chicken Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/999,"Road 69, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 999,No,Yes,4.6/5,7320,+91 9881292795,Dilsukhnagar,Quick Bites,Chicken Biryani,"Bakery, Desserts",300,"[('Rated 4.6','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1000,"Road 6, Gachibowli, Hyderabad",Gachibowli Restaurant 1000,No,No,3.9/5,5114,+91 9385820069,Gachibowli,Quick Bites,Mutton Biryani,"Cafe, Beverages",800,"[('Rated 3.9','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1001,"Road 54, Tolichowki, Hyderabad",Tolichowki Restaurant 1001,No,No,4.1/5,10545,+91 9068511077,Tolichowki,Bakery,Mutton Biryani,Fast Food,1500,"[('Rated 4.6','Good food and service')]",Chicken Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1002,"Road 27, Kukatpally, Hyderabad",Kukatpally Restaurant 1002,No,No,4.3/5,4989,+91 9866507409,Kukatpally,Buffet,Paneer Butter Masala,"Bakery, Desserts",400,"[('Rated 3.3','Good food and service')]",Mutton Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1003,"Road 62, Gachibowli, Hyderabad",Gachibowli Restaurant 1003,Yes,Yes,3.9/5,17984,+91 9842945907,Gachibowli,Fine Dining,Burger,Fast Food,1500,"[('Rated 4.6','Good food and service')]",Haleem,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1004,"Road 87, Ameerpet, Hyderabad",Ameerpet Restaurant 1004,Yes,Yes,4.8/5,18559,+91 9742555805,Ameerpet,Quick Bites,Pizza,"Mughlai, Biryani",1500,"[('Rated 3.3','Good food and service')]",Pizza,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1005,"Road 75, Hitech City, Hyderabad",Hitech Restaurant 1005,No,Yes,4.6/5,7933,+91 9791108555,Hitech City,Quick Bites,Masala Dosa,"Biryani, North Indian",600,"[('Rated 4.8','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1006,"Road 17, Gachibowli, Hyderabad",Gachibowli Restaurant 1006,No,Yes,4.6/5,23884,+91 9676660831,Gachibowli,Bakery,Paneer Butter Masala,Fast Food,1000,"[('Rated 4.8','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1007,"Road 55, Gachibowli, Hyderabad",Gachibowli Restaurant 1007,No,No,4.5/5,13880,+91 9649583349,Gachibowli,Quick Bites,Paneer Butter Masala,"Mughlai, Biryani",1500,"[('Rated 3.5','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1008,"Road 24, Ameerpet, Hyderabad",Ameerpet Restaurant 1008,No,No,3.4/5,11476,+91 9304557687,Ameerpet,Bakery,Masala Dosa,"Mughlai, Biryani",400,"[('Rated 3.2','Good food and service')]",Mutton Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1009,"Road 89, Secunderabad, Hyderabad",Secunderabad Restaurant 1009,Yes,No,3.8/5,1120,+91 9181834232,Secunderabad,Fine Dining,Paneer Butter Masala,"Biryani, North Indian",500,"[('Rated 4.1','Good food and service')]",Paneer Butter Masala,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1010,"Road 66, LB Nagar, Hyderabad",LB Restaurant 1010,No,Yes,3.3/5,5724,+91 9029049141,LB Nagar,Casual Dining,Chicken Biryani,"Mughlai, Biryani",1200,"[('Rated 4.5','Good food and service')]",Burger,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1011,"Road 4, Gachibowli, Hyderabad",Gachibowli Restaurant 1011,Yes,Yes,4.0/5,11006,+91 9782026727,Gachibowli,Casual Dining,Coffee,"Mughlai, Biryani",500,"[('Rated 4.7','Good food and service')]",Mutton Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1012,"Road 79, Hitech City, Hyderabad",Hitech Restaurant 1012,Yes,Yes,4.8/5,9072,+91 9491736682,Hitech City,Buffet,Masala Dosa,"Mughlai, Biryani",800,"[('Rated 4.8','Good food and service')]",Pizza,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1013,"Road 71, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 1013,Yes,No,3.8/5,9901,+91 9758621874,Dilsukhnagar,Cafe,Mutton Biryani,Chinese,500,"[('Rated 4.1','Good food and service')]",Chicken Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1014,"Road 17, Tolichowki, Hyderabad",Tolichowki Restaurant 1014,Yes,Yes,4.5/5,13049,+91 9558889345,Tolichowki,Quick Bites,Haleem,"Mughlai, Biryani",300,"[('Rated 3.0','Good food and service')]",Chicken Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1015,"Road 95, Charminar, Hyderabad",Charminar Restaurant 1015,No,No,3.3/5,18613,+91 9203402096,Charminar,Fine Dining,Coffee,"Cafe, Beverages",600,"[('Rated 4.0','Good food and service')]",Pizza,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1016,"Road 32, Tolichowki, Hyderabad",Tolichowki Restaurant 1016,No,Yes,4.0/5,23978,+91 9145133088,Tolichowki,Buffet,Coffee,Fast Food,1000,"[('Rated 3.8','Good food and service')]",Pizza,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1017,"Road 89, Secunderabad, Hyderabad",Secunderabad Restaurant 1017,No,Yes,3.3/5,19663,+91 9844132759,Secunderabad,Cafe,Haleem,South Indian,1200,"[('Rated 4.7','Good food and service')]",Mutton Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1018,"Road 13, LB Nagar, Hyderabad",LB Restaurant 1018,Yes,Yes,4.6/5,5805,+91 9682213035,LB Nagar,Quick Bites,Paneer Butter Masala,South Indian,600,"[('Rated 4.9','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1019,"Road 32, Charminar, Hyderabad",Charminar Restaurant 1019,Yes,Yes,3.3/5,1980,+91 9364019376,Charminar,Fine Dining,Chicken Biryani,Fast Food,400,"[('Rated 3.7','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1020,"Road 77, Jubilee Hills, Hyderabad",Jubilee Restaurant 1020,Yes,No,3.7/5,14355,+91 9888740639,Jubilee Hills,Fine Dining,Haleem,"Bakery, Desserts",1200,"[('Rated 3.9','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1021,"Road 3, Jubilee Hills, Hyderabad",Jubilee Restaurant 1021,No,Yes,4.8/5,24956,+91 9129681322,Jubilee Hills,Cafe,Haleem,Fast Food,300,"[('Rated 4.9','Good food and service')]",Chicken Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1022,"Road 65, Begumpet, Hyderabad",Begumpet Restaurant 1022,Yes,Yes,3.7/5,1982,+91 9139881604,Begumpet,Buffet,Burger,"Bakery, Desserts",400,"[('Rated 4.4','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1023,"Road 91, Charminar, Hyderabad",Charminar Restaurant 1023,Yes,No,3.7/5,20613,+91 9192821290,Charminar,Buffet,Coffee,Chinese,800,"[('Rated 4.5','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1024,"Road 91, Kukatpally, Hyderabad",Kukatpally Restaurant 1024,No,No,3.6/5,10990,+91 9609930631,Kukatpally,Casual Dining,Chicken Biryani,"Biryani, North Indian",800,"[('Rated 3.3','Good food and service')]",Chicken Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1025,"Road 74, Kondapur, Hyderabad",Kondapur Restaurant 1025,No,Yes,3.6/5,11739,+91 9158380163,Kondapur,Bakery,Burger,Chinese,600,"[('Rated 4.9','Good food and service')]",Masala Dosa,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1026,"Road 27, Charminar, Hyderabad",Charminar Restaurant 1026,No,Yes,4.4/5,7102,+91 9201279543,Charminar,Buffet,Burger,South Indian,1000,"[('Rated 3.6','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1027,"Road 24, Gachibowli, Hyderabad",Gachibowli Restaurant 1027,Yes,Yes,3.6/5,7757,+91 9910706496,Gachibowli,Fine Dining,Chicken Biryani,Fast Food,500,"[('Rated 3.2','Good food and service')]",Haleem,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1028,"Road 17, Jubilee Hills, Hyderabad",Jubilee Restaurant 1028,No,Yes,4.8/5,3475,+91 9357352862,Jubilee Hills,Fine Dining,Paneer Butter Masala,Chinese,1000,"[('Rated 4.4','Good food and service')]",Chicken Biryani,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1029,"Road 82, Ameerpet, Hyderabad",Ameerpet Restaurant 1029,Yes,Yes,4.0/5,18067,+91 9672907281,Ameerpet,Quick Bites,Coffee,Fast Food,600,"[('Rated 3.8','Good food and service')]",Burger,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1030,"Road 96, Banjara Hills, Hyderabad",Banjara Restaurant 1030,Yes,No,4.2/5,3626,+91 9894827655,Banjara Hills,Cafe,Masala Dosa,"Bakery, Desserts",1500,"[('Rated 3.9','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1031,"Road 48, Gachibowli, Hyderabad",Gachibowli Restaurant 1031,No,Yes,3.7/5,24562,+91 9092327726,Gachibowli,Bakery,Paneer Butter Masala,"Cafe, Beverages",400,"[('Rated 3.8','Good food and service')]",Coffee,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1032,"Road 88, LB Nagar, Hyderabad",LB Restaurant 1032,No,No,3.5/5,5635,+91 9575322142,LB Nagar,Quick Bites,Masala Dosa,"Biryani, North Indian",800,"[('Rated 3.2','Good food and service')]",Coffee,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1033,"Road 80, LB Nagar, Hyderabad",LB Restaurant 1033,No,No,3.5/5,3314,+91 9047864367,LB Nagar,Bakery,Masala Dosa,"Mughlai, Biryani",1500,"[('Rated 4.2','Good food and service')]",Mutton Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1034,"Road 55, Tolichowki, Hyderabad",Tolichowki Restaurant 1034,No,No,4.3/5,24820,+91 9549289796,Tolichowki,Buffet,Chicken Biryani,"Bakery, Desserts",600,"[('Rated 3.9','Good food and service')]",Coffee,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1035,"Road 55, Secunderabad, Hyderabad",Secunderabad Restaurant 1035,Yes,No,3.3/5,19190,+91 9798398746,Secunderabad,Cafe,Chicken Biryani,"Cafe, Beverages",800,"[('Rated 3.9','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1036,"Road 88, Miyapur, Hyderabad",Miyapur Restaurant 1036,Yes,Yes,3.4/5,18635,+91 9679948217,Miyapur,Bakery,Burger,Chinese,800,"[('Rated 3.8','Good food and service')]",Masala Dosa,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1037,"Road 29, Ameerpet, Hyderabad",Ameerpet Restaurant 1037,Yes,No,3.2/5,19966,+91 9863983963,Ameerpet,Cafe,Chicken Biryani,South Indian,300,"[('Rated 4.4','Good food and service')]",Masala Dosa,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1038,"Road 75, Madhapur, Hyderabad",Madhapur Restaurant 1038,Yes,Yes,3.6/5,8853,+91 9738134580,Madhapur,Cafe,Haleem,South Indian,300,"[('Rated 3.1','Good food and service')]",Coffee,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1039,"Road 61, Kukatpally, Hyderabad",Kukatpally Restaurant 1039,No,No,4.3/5,13079,+91 9291482033,Kukatpally,Cafe,Burger,"Cafe, Beverages",400,"[('Rated 3.8','Good food and service')]",Haleem,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1040,"Road 98, Miyapur, Hyderabad",Miyapur Restaurant 1040,No,No,4.0/5,5145,+91 9037425768,Miyapur,Fine Dining,Paneer Butter Masala,"Cafe, Beverages",500,"[('Rated 3.1','Good food and service')]",Chicken Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1041,"Road 90, Madhapur, Hyderabad",Madhapur Restaurant 1041,Yes,Yes,3.5/5,15242,+91 9206876141,Madhapur,Casual Dining,Mutton Biryani,"Mughlai, Biryani",800,"[('Rated 4.6','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1042,"Road 30, Miyapur, Hyderabad",Miyapur Restaurant 1042,Yes,No,4.6/5,5263,+91 9233794800,Miyapur,Casual Dining,Burger,"Mughlai, Biryani",1000,"[('Rated 3.1','Good food and service')]",Paneer Butter Masala,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1043,"Road 84, Hitech City, Hyderabad",Hitech Restaurant 1043,Yes,Yes,4.5/5,2561,+91 9877494100,Hitech City,Cafe,Burger,Chinese,300,"[('Rated 4.1','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1044,"Road 59, Secunderabad, Hyderabad",Secunderabad Restaurant 1044,Yes,No,4.2/5,1620,+91 9242391818,Secunderabad,Bakery,Mutton Biryani,"Biryani, North Indian",300,"[('Rated 4.4','Good food and service')]",Chicken Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1045,"Road 10, Kondapur, Hyderabad",Kondapur Restaurant 1045,No,No,3.7/5,21316,+91 9611397355,Kondapur,Quick Bites,Pizza,"Bakery, Desserts",300,"[('Rated 4.6','Good food and service')]",Masala Dosa,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1046,"Road 48, Banjara Hills, Hyderabad",Banjara Restaurant 1046,Yes,No,4.2/5,23127,+91 9089469816,Banjara Hills,Casual Dining,Burger,"Bakery, Desserts",1000,"[('Rated 3.8','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1047,"Road 69, Secunderabad, Hyderabad",Secunderabad Restaurant 1047,No,No,4.1/5,23648,+91 9175418628,Secunderabad,Quick Bites,Mutton Biryani,"Cafe, Beverages",1000,"[('Rated 3.4','Good food and service')]",Burger,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1048,"Road 49, Miyapur, Hyderabad",Miyapur Restaurant 1048,Yes,No,4.9/5,4464,+91 9247971548,Miyapur,Bakery,Haleem,South Indian,1200,"[('Rated 3.6','Good food and service')]",Mutton Biryani,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1049,"Road 86, Miyapur, Hyderabad",Miyapur Restaurant 1049,Yes,Yes,3.9/5,4556,+91 9851219888,Miyapur,Quick Bites,Masala Dosa,South Indian,1200,"[('Rated 3.3','Good food and service')]",Masala Dosa,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1050,"Road 60, LB Nagar, Hyderabad",LB Restaurant 1050,No,Yes,4.0/5,11810,+91 9748311411,LB Nagar,Bakery,Coffee,"Mughlai, Biryani",300,"[('Rated 3.2','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1051,"Road 5, Tolichowki, Hyderabad",Tolichowki Restaurant 1051,Yes,No,4.9/5,24182,+91 9101142924,Tolichowki,Quick Bites,Masala Dosa,Chinese,600,"[('Rated 4.9','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1052,"Road 92, Hitech City, Hyderabad",Hitech Restaurant 1052,No,No,3.2/5,5022,+91 9775818823,Hitech City,Bakery,Burger,"Biryani, North Indian",1000,"[('Rated 3.0','Good food and service')]",Pizza,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1053,"Road 26, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 1053,Yes,No,4.1/5,16110,+91 9029216725,Dilsukhnagar,Casual Dining,Coffee,South Indian,400,"[('Rated 3.0','Good food and service')]",Paneer Butter Masala,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1054,"Road 82, Begumpet, Hyderabad",Begumpet Restaurant 1054,Yes,No,4.8/5,2305,+91 9745432854,Begumpet,Cafe,Mutton Biryani,Fast Food,500,"[('Rated 4.9','Good food and service')]",Chicken Biryani,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1055,"Road 34, Hitech City, Hyderabad",Hitech Restaurant 1055,Yes,Yes,3.4/5,5146,+91 9886963899,Hitech City,Bakery,Burger,Fast Food,1500,"[('Rated 4.6','Good food and service')]",Haleem,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1056,"Road 33, Ameerpet, Hyderabad",Ameerpet Restaurant 1056,No,Yes,4.6/5,4028,+91 9627531870,Ameerpet,Cafe,Mutton Biryani,"Mughlai, Biryani",1200,"[('Rated 4.6','Good food and service')]",Burger,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1057,"Road 33, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 1057,No,Yes,4.2/5,12664,+91 9837372922,Dilsukhnagar,Bakery,Chicken Biryani,Chinese,1200,"[('Rated 4.5','Good food and service')]",Mutton Biryani,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1058,"Road 79, Ameerpet, Hyderabad",Ameerpet Restaurant 1058,Yes,No,4.4/5,24345,+91 9559468122,Ameerpet,Quick Bites,Masala Dosa,Fast Food,1000,"[('Rated 3.2','Good food and service')]",Haleem,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1059,"Road 16, Gachibowli, Hyderabad",Gachibowli Restaurant 1059,No,No,4.7/5,24082,+91 9690245815,Gachibowli,Buffet,Coffee,Fast Food,300,"[('Rated 3.7','Good food and service')]",Pizza,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1060,"Road 30, Kukatpally, Hyderabad",Kukatpally Restaurant 1060,Yes,No,4.3/5,22633,+91 9148648904,Kukatpally,Cafe,Burger,"Biryani, North Indian",1200,"[('Rated 4.1','Good food and service')]",Chicken Biryani,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1061,"Road 39, Madhapur, Hyderabad",Madhapur Restaurant 1061,No,Yes,3.9/5,3575,+91 9448688766,Madhapur,Fine Dining,Coffee,Fast Food,500,"[('Rated 3.6','Good food and service')]",Burger,Delivery,Hyderabad
https://www.zomato.com/hyderabad/1062,"Road 51, Gachibowli, Hyderabad",Gachibowli Restaurant 1062,No,No,3.5/5,22780,+91 9817095261,Gachibowli,Bakery,Mutton Biryani,Fast Food,1000,"[('Rated 4.0','Good food and service')]",Burger,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1063,"Road 63, Kondapur, Hyderabad",Kondapur Restaurant 1063,Yes,No,4.2/5,12003,+91 9880821276,Kondapur,Casual Dining,Mutton Biryani,Chinese,1500,"[('Rated 4.1','Good food and service')]",Mutton Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1064,"Road 92, Madhapur, Hyderabad",Madhapur Restaurant 1064,Yes,No,4.7/5,18498,+91 9093213821,Madhapur,Fine Dining,Paneer Butter Masala,"Mughlai, Biryani",1200,"[('Rated 3.1','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1065,"Road 33, Charminar, Hyderabad",Charminar Restaurant 1065,No,No,4.2/5,21823,+91 9001141803,Charminar,Fine Dining,Pizza,Fast Food,1000,"[('Rated 3.4','Good food and service')]",Haleem,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1066,"Road 68, Miyapur, Hyderabad",Miyapur Restaurant 1066,Yes,No,4.0/5,2543,+91 9804782551,Miyapur,Casual Dining,Paneer Butter Masala,"Biryani, North Indian",800,"[('Rated 4.3','Good food and service')]",Coffee,Desserts,Hyderabad
https://www.zomato.com/hyderabad/1067,"Road 81, Gachibowli, Hyderabad",Gachibowli Restaurant 1067,No,No,4.3/5,14557,+91 9253980085,Gachibowli,Bakery,Burger,"Cafe, Beverages",1000,"[('Rated 4.4','Good food and service')]",Masala Dosa,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1068,"Road 59, Kondapur, Hyderabad",Kondapur Restaurant 1068,Yes,No,4.1/5,6751,+91 9671874194,Kondapur,Cafe,Haleem,Chinese,1000,"[('Rated 3.9','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1069,"Road 38, Secunderabad, Hyderabad",Secunderabad Restaurant 1069,Yes,No,3.4/5,24613,+91 9826130346,Secunderabad,Casual Dining,Pizza,"Mughlai, Biryani",1500,"[('Rated 4.4','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
https://www.zomato.com/hyderabad/1070,"Road 17, Secunderabad, Hyderabad",Secunderabad Restaurant 1070,Yes,No,3.7/5,6370,+91 9789429006,Secunderabad,Cafe,Pizza,Fast Food,800,"[('Rated 3.6','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1071,"Road 18, Kukatpally, Hyderabad",Kukatpally Restaurant 1071,Yes,No,3.7/5,735,+91 9449545084,Kukatpally,Buffet,Mutton Biryani,Fast Food,1500,"[('Rated 4.6','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/1072,"Road 65, LB Nagar, Hyderabad",LB Restaurant 1072,Yes,Yes,4.5/5,734,+91 9607031859,LB Nagar,Quick Bites,Mutton Biryani,Fast Food,1200,"[('Rated 3.7','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1073,"Road 43, Charminar, Hyderabad",Charminar Restaurant 1073,No,Yes,3.3/5,4098,+91 9102951712,Charminar,Fine Dining,Coffee,"Biryani, North Indian",800,"[('Rated 3.3','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/1074,"Road 76, Banjara Hills, Hyderabad",Banjara Restaurant 1074,No,Yes,3.8/5,21368,+91 9515078044,Banjara Hills,Cafe,Coffee,South Indian,1500,"[('Rated 4.4','Good food and service')]",Pizza,Dine-out,Hyderabad
